study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	library_name	run_alias	fastq_ftp	sra_ftp	sample_alias	sample_title
PRJNA376566	SRP102872	SAMN06444438	SRS2092752	SRX2698360	SRR5405882	human metagenome	N2_071_025G1	71_012.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405882/SRR5405882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405882	N2_071_025G1	preterm infant gut metagenome N2_071_025G1
PRJNA376566	SRP102872	SAMN06444437	SRS2092753	SRX2698361	SRR5405883	human metagenome	N2_071_023G1	71_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405883/SRR5405883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405883	N2_071_023G1	preterm infant gut metagenome N2_071_023G1
PRJNA376566	SRP102872	SAMN06444436	SRS2092754	SRX2698362	SRR5405884	human metagenome	N2_071_021G1	71_008.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405884/SRR5405884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405884	N2_071_021G1	preterm infant gut metagenome N2_071_021G1
PRJNA376566	SRP102872	SAMN06444435	SRS2092755	SRX2698363	SRR5405885	human metagenome	N2_071_019G1	71_007.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405885/SRR5405885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405885	N2_071_019G1	preterm infant gut metagenome N2_071_019G1
PRJNA376566	SRP102872	SAMN06444434	SRS2092756	SRX2698364	SRR5405886	human metagenome	N2_071_017G1	71_006.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405886/SRR5405886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405886	N2_071_017G1	preterm infant gut metagenome N2_071_017G1
PRJNA376566	SRP102872	SAMN06444433	SRS2092757	SRX2698365	SRR5405887	human metagenome	N2_071_015G1	71_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405887/SRR5405887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405887	N2_071_015G1	preterm infant gut metagenome N2_071_015G1
PRJNA376566	SRP102872	SAMN06444432	SRS2092758	SRX2698366	SRR5405888	human metagenome	N2_071_013G1	71_018.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405888/SRR5405888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405888	N2_071_013G1	preterm infant gut metagenome N2_071_013G1
PRJNA376566	SRP102872	SAMN06444431	SRS2092759	SRX2698367	SRR5405889	human metagenome	N2_071_010G1	71_003.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405889/SRR5405889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405889	N2_071_010G1	preterm infant gut metagenome N2_071_010G1
PRJNA376566	SRP102872	SAMN06444430	SRS2092760	SRX2698368	SRR5405890	human metagenome	N2_071_008G1	71_016.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405890/SRR5405890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405890	N2_071_008G1	preterm infant gut metagenome N2_071_008G1
PRJNA376566	SRP102872	SAMN06444429	SRS2092761	SRX2698369	SRR5405891	human metagenome	N2_071_007G1	71_015.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405891/SRR5405891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405891	N2_071_007G1	preterm infant gut metagenome N2_071_007G1
PRJNA376566	SRP102872	SAMN06444428	SRS2092762	SRX2698370	SRR5405892	human metagenome	N2_070_060G1	70_016.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405892/SRR5405892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405892	N2_070_060G1	preterm infant gut metagenome N2_070_060G1
PRJNA376566	SRP102872	SAMN06444427	SRS2092763	SRX2698371	SRR5405893	human metagenome	N2_070_057G1	70_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405893/SRR5405893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405893	N2_070_057G1	preterm infant gut metagenome N2_070_057G1
PRJNA376566	SRP102872	SAMN06444426	SRS2092764	SRX2698372	SRR5405894	human metagenome	N2_070_042G1	70_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405894/SRR5405894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405894	N2_070_042G1	preterm infant gut metagenome N2_070_042G1
PRJNA376566	SRP102872	SAMN06444425	SRS2092765	SRX2698373	SRR5405895	human metagenome	N2_070_036G1	70_011.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405895/SRR5405895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405895	N2_070_036G1	preterm infant gut metagenome N2_070_036G1
PRJNA376566	SRP102872	SAMN06444424	SRS2092766	SRX2698374	SRR5405896	human metagenome	N2_070_030G1	70_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405896/SRR5405896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405896	N2_070_030G1	preterm infant gut metagenome N2_070_030G1
PRJNA376566	SRP102872	SAMN06444423	SRS2092767	SRX2698375	SRR5405897	human metagenome	N2_070_027G1	70_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405897/SRR5405897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405897	N2_070_027G1	preterm infant gut metagenome N2_070_027G1
PRJNA376566	SRP102872	SAMN06444422	SRS2092768	SRX2698376	SRR5405898	human metagenome	N2_070_024G1	70_004.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405898/SRR5405898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405898	N2_070_024G1	preterm infant gut metagenome N2_070_024G1
PRJNA376566	SRP102872	SAMN06444421	SRS2092769	SRX2698377	SRR5405899	human metagenome	N2_070_020G1	70_003.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405899/SRR5405899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405899	N2_070_020G1	preterm infant gut metagenome N2_070_020G1
PRJNA376566	SRP102872	SAMN06444420	SRS2092770	SRX2698378	SRR5405900	human metagenome	N2_070_019G1	70_002.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405900/SRR5405900.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405900	N2_070_019G1	preterm infant gut metagenome N2_070_019G1
PRJNA376566	SRP102872	SAMN06444419	SRS2092771	SRX2698379	SRR5405901	human metagenome	N2_070_016G1	70_001.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405901/SRR5405901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405901	N2_070_016G1	preterm infant gut metagenome N2_070_016G1
PRJNA376566	SRP102872	SAMN06444418	SRS2092772	SRX2698380	SRR5405902	human metagenome	N2_069_029G1	69_018.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405902/SRR5405902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405902	N2_069_029G1	preterm infant gut metagenome N2_069_029G1
PRJNA376566	SRP102872	SAMN06444417	SRS2092773	SRX2698381	SRR5405903	human metagenome	N2_069_028G1	69_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405903/SRR5405903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405903	N2_069_028G1	preterm infant gut metagenome N2_069_028G1
PRJNA376566	SRP102872	SAMN06444416	SRS2092774	SRX2698382	SRR5405904	human metagenome	N2_069_027G1	69_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405904/SRR5405904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405904	N2_069_027G1	preterm infant gut metagenome N2_069_027G1
PRJNA376566	SRP102872	SAMN06444415	SRS2092775	SRX2698383	SRR5405905	human metagenome	N2_069_024G1	69_017.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405905/SRR5405905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405905	N2_069_024G1	preterm infant gut metagenome N2_069_024G1
PRJNA376566	SRP102872	SAMN06444414	SRS2092776	SRX2698384	SRR5405906	human metagenome	N2_069_021G1	69_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405906/SRR5405906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405906	N2_069_021G1	preterm infant gut metagenome N2_069_021G1
PRJNA376566	SRP102872	SAMN06444413	SRS2092777	SRX2698385	SRR5405907	human metagenome	N2_069_019G1	69_005.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405907/SRR5405907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405907	N2_069_019G1	preterm infant gut metagenome N2_069_019G1
PRJNA376566	SRP102872	SAMN06444412	SRS2092778	SRX2698386	SRR5405908	human metagenome	N2_069_018G1	69_009.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405908/SRR5405908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405908	N2_069_018G1	preterm infant gut metagenome N2_069_018G1
PRJNA376566	SRP102872	SAMN06444411	SRS2092779	SRX2698387	SRR5405909	human metagenome	N2_069_017G1	69_004.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405909/SRR5405909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405909	N2_069_017G1	preterm infant gut metagenome N2_069_017G1
PRJNA376566	SRP102872	SAMN06444410	SRS2092780	SRX2698388	SRR5405910	human metagenome	N2_069_015G1	69_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405910/SRR5405910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405910	N2_069_015G1	preterm infant gut metagenome N2_069_015G1
PRJNA376566	SRP102872	SAMN06444409	SRS2092781	SRX2698389	SRR5405911	human metagenome	N2_069_014G1	69_002.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405911/SRR5405911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405911	N2_069_014G1	preterm infant gut metagenome N2_069_014G1
PRJNA376566	SRP102872	SAMN06444408	SRS2092782	SRX2698390	SRR5405912	human metagenome	N2_066_064G1	66_020.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405912/SRR5405912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405912	N2_066_064G1	preterm infant gut metagenome N2_066_064G1
PRJNA376566	SRP102872	SAMN06444407	SRS2092783	SRX2698391	SRR5405913	human metagenome	N2_066_060G1	66_019.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405913/SRR5405913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405913	N2_066_060G1	preterm infant gut metagenome N2_066_060G1
PRJNA376566	SRP102872	SAMN06444406	SRS2092784	SRX2698392	SRR5405914	human metagenome	N2_066_050G1	66_018.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405914/SRR5405914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405914	N2_066_050G1	preterm infant gut metagenome N2_066_050G1
PRJNA376566	SRP102872	SAMN06444405	SRS2092785	SRX2698393	SRR5405915	human metagenome	N2_066_048G1	66_017.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405915/SRR5405915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405915	N2_066_048G1	preterm infant gut metagenome N2_066_048G1
PRJNA376566	SRP102872	SAMN06444404	SRS2092786	SRX2698394	SRR5405916	human metagenome	N2_066_037G1	66_011.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405916/SRR5405916.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405916	N2_066_037G1	preterm infant gut metagenome N2_066_037G1
PRJNA376566	SRP102872	SAMN06444403	SRS2092787	SRX2698395	SRR5405917	human metagenome	N2_066_033G1	66_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405917/SRR5405917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405917	N2_066_033G1	preterm infant gut metagenome N2_066_033G1
PRJNA376566	SRP102872	SAMN06444402	SRS2092788	SRX2698396	SRR5405918	human metagenome	N2_066_031G1	66_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405918/SRR5405918.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405918	N2_066_031G1	preterm infant gut metagenome N2_066_031G1
PRJNA376566	SRP102872	SAMN06444401	SRS2092789	SRX2698397	SRR5405919	human metagenome	N2_066_024G1	66_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405919/SRR5405919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405919	N2_066_024G1	preterm infant gut metagenome N2_066_024G1
PRJNA376566	SRP102872	SAMN06444400	SRS2092790	SRX2698398	SRR5405920	human metagenome	N2_066_021G1	66_014.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405920/SRR5405920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405920	N2_066_021G1	preterm infant gut metagenome N2_066_021G1
PRJNA376566	SRP102872	SAMN06444399	SRS2092791	SRX2698399	SRR5405921	human metagenome	N2_066_019G1	66_006.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405921/SRR5405921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405921	N2_066_019G1	preterm infant gut metagenome N2_066_019G1
PRJNA376566	SRP102872	SAMN06444398	SRS2092792	SRX2698400	SRR5405922	human metagenome	N2_066_017G1	66_004.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405922/SRR5405922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405922	N2_066_017G1	preterm infant gut metagenome N2_066_017G1
PRJNA376566	SRP102872	SAMN06444397	SRS2092793	SRX2698401	SRR5405923	human metagenome	N2_066_015G1	66_016.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405923/SRR5405923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405923	N2_066_015G1	preterm infant gut metagenome N2_066_015G1
PRJNA376566	SRP102872	SAMN06444396	SRS2092794	SRX2698402	SRR5405924	human metagenome	N2_066_013G1	66_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405924/SRR5405924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405924	N2_066_013G1	preterm infant gut metagenome N2_066_013G1
PRJNA376566	SRP102872	SAMN06444395	SRS2092795	SRX2698403	SRR5405925	human metagenome	N2_066_011G1	66_002.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405925/SRR5405925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405925	N2_066_011G1	preterm infant gut metagenome N2_066_011G1
PRJNA376566	SRP102872	SAMN06444394	SRS2092796	SRX2698404	SRR5405926	human metagenome	N2_066_009G1	66_022.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405926/SRR5405926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405926/SRR5405926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405926	N2_066_009G1	preterm infant gut metagenome N2_066_009G1
PRJNA376566	SRP102872	SAMN06444393	SRS2092797	SRX2698405	SRR5405927	human metagenome	N2_065_059G1	65_003.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405927/SRR5405927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405927	N2_065_059G1	preterm infant gut metagenome N2_065_059G1
PRJNA376566	SRP102872	SAMN06444392	SRS2092798	SRX2698406	SRR5405928	human metagenome	N2_065_052G1	65_019.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405928/SRR5405928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405928	N2_065_052G1	preterm infant gut metagenome N2_065_052G1
PRJNA376566	SRP102872	SAMN06444391	SRS2092799	SRX2698407	SRR5405929	human metagenome	N2_065_046G1	65_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405929/SRR5405929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405929	N2_065_046G1	preterm infant gut metagenome N2_065_046G1
PRJNA376566	SRP102872	SAMN06444390	SRS2092800	SRX2698408	SRR5405930	human metagenome	N2_065_038G1	65_029.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405930/SRR5405930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405930	N2_065_038G1	preterm infant gut metagenome N2_065_038G1
PRJNA376566	SRP102872	SAMN06444389	SRS2092801	SRX2698409	SRR5405931	human metagenome	N2_065_029G1	65_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405931/SRR5405931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405931	N2_065_029G1	preterm infant gut metagenome N2_065_029G1
PRJNA376566	SRP102872	SAMN06444388	SRS2092802	SRX2698410	SRR5405932	human metagenome	N2_065_026G1	65_013.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405932/SRR5405932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405932	N2_065_026G1	preterm infant gut metagenome N2_065_026G1
PRJNA376566	SRP102872	SAMN06444387	SRS2092804	SRX2698411	SRR5405933	human metagenome	N2_065_024G1	65_011.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405933/SRR5405933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405933	N2_065_024G1	preterm infant gut metagenome N2_065_024G1
PRJNA376566	SRP102872	SAMN06444386	SRS2092803	SRX2698412	SRR5405934	human metagenome	N2_065_022G1	65_027.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405934/SRR5405934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405934	N2_065_022G1	preterm infant gut metagenome N2_065_022G1
PRJNA376566	SRP102872	SAMN06444385	SRS2092805	SRX2698413	SRR5405935	human metagenome	N2_065_019G1	65_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405935/SRR5405935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405935	N2_065_019G1	preterm infant gut metagenome N2_065_019G1
PRJNA376566	SRP102872	SAMN06444384	SRS2092806	SRX2698414	SRR5405936	human metagenome	N2_065_017G1	65_024.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405936/SRR5405936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405936	N2_065_017G1	preterm infant gut metagenome N2_065_017G1
PRJNA376566	SRP102872	SAMN06444383	SRS2092807	SRX2698415	SRR5405937	human metagenome	N2_065_014G1	65_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405937/SRR5405937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405937	N2_065_014G1	preterm infant gut metagenome N2_065_014G1
PRJNA376566	SRP102872	SAMN06444382	SRS2092808	SRX2698416	SRR5405938	human metagenome	N2_065_011G1	65_007.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405938/SRR5405938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405938	N2_065_011G1	preterm infant gut metagenome N2_065_011G1
PRJNA376566	SRP102872	SAMN06444381	SRS2092809	SRX2698417	SRR5405939	human metagenome	N2_065_009G1	65_006.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405939/SRR5405939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405939	N2_065_009G1	preterm infant gut metagenome N2_065_009G1
PRJNA376566	SRP102872	SAMN06444380	SRS2092810	SRX2698418	SRR5405940	human metagenome	N2_065_008G1	65_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405940/SRR5405940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405940	N2_065_008G1	preterm infant gut metagenome N2_065_008G1
PRJNA376566	SRP102872	SAMN06444379	SRS2092811	SRX2698419	SRR5405941	human metagenome	N2_064_043G1	64_021.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405941/SRR5405941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405941	N2_064_043G1	preterm infant gut metagenome N2_064_043G1
PRJNA376566	SRP102872	SAMN06444378	SRS2092812	SRX2698420	SRR5405942	human metagenome	N2_064_036G1	64_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405942/SRR5405942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405942	N2_064_036G1	preterm infant gut metagenome N2_064_036G1
PRJNA376566	SRP102872	SAMN06444377	SRS2092813	SRX2698421	SRR5405943	human metagenome	N2_064_031G1	64_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405943/SRR5405943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405943	N2_064_031G1	preterm infant gut metagenome N2_064_031G1
PRJNA376566	SRP102872	SAMN06444376	SRS2092815	SRX2698422	SRR5405944	human metagenome	N2_064_027G1	64_018.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405944/SRR5405944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405944	N2_064_027G1	preterm infant gut metagenome N2_064_027G1
PRJNA376566	SRP102872	SAMN06444375	SRS2092814	SRX2698423	SRR5405945	human metagenome	N2_064_025G1	64_013.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405945/SRR5405945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405945	N2_064_025G1	preterm infant gut metagenome N2_064_025G1
PRJNA376566	SRP102872	SAMN06444374	SRS2092816	SRX2698424	SRR5405946	human metagenome	N2_064_020G1	64_008.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405946/SRR5405946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405946	N2_064_020G1	preterm infant gut metagenome N2_064_020G1
PRJNA376566	SRP102872	SAMN06444373	SRS2092817	SRX2698425	SRR5405947	human metagenome	N2_064_017G1	64_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405947/SRR5405947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405947	N2_064_017G1	preterm infant gut metagenome N2_064_017G1
PRJNA376566	SRP102872	SAMN06444372	SRS2092818	SRX2698426	SRR5405948	human metagenome	N2_064_016G1	64_002.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405948/SRR5405948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405948	N2_064_016G1	preterm infant gut metagenome N2_064_016G1
PRJNA376566	SRP102872	SAMN06444371	SRS2092819	SRX2698427	SRR5405949	human metagenome	N2_064_013G1	64_006.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405949/SRR5405949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405949	N2_064_013G1	preterm infant gut metagenome N2_064_013G1
PRJNA376566	SRP102872	SAMN06444370	SRS2092820	SRX2698428	SRR5405950	human metagenome	N2_064_011G1	64_003.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405950/SRR5405950.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405950	N2_064_011G1	preterm infant gut metagenome N2_064_011G1
PRJNA376566	SRP102872	SAMN06444369	SRS2092821	SRX2698429	SRR5405951	human metagenome	N2_064_009G1	64_004.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405951/SRR5405951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405951	N2_064_009G1	preterm infant gut metagenome N2_064_009G1
PRJNA376566	SRP102872	SAMN06444368	SRS2092822	SRX2698430	SRR5405952	human metagenome	N2_061_082G1	61_013.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405952/SRR5405952.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405952	N2_061_082G1	preterm infant gut metagenome N2_061_082G1
