public_code	infant	DOL	campaign	reads	read_bases	read_length	assembly_length	assembly_completeness
N4_170_000G1	N4_170	0	NIH4	223052674	32931746772	147.6411207	43411492	0.705427768
N4_170_007G1	N4_170	7	NIH4	44479100	6588291324	148.1210574	5212113	0.987750921
N4_170_009G1	N4_170	9	NIH4	59862060	8843480804	147.7309803	5485896	0.984632453
N4_170_012G1	N4_170	12	NIH4	47688734	7048846202	147.8094638	17463443	0.860871731
N4_170_016G1	N4_170	16	NIH4	26854238	3957281604	147.3615302	26587146	0.951243487
N4_170_019G1	N4_170	19	NIH4	44168542	6493846838	147.0242517	37673528	0.865278596
N4_171_000G1	N4_171	0	NIH4	31934532	4639380572	145.2778632	34009444	0.940616164
N4_171_005G1	N4_171	5	NIH4	3747974	536636966	143.1805466	21286018	0.779334115
N4_171_017G1	N4_171	17	NIH4	10609926	1524214104	143.6592587	10363821	0.9210396
N4_171_026G1	N4_171	26	NIH4	17576632	2578529502	146.7021385	9187362	0.962631635
N3_176_051G1	N3_176	51	NIH3	43741954	6435259350	147.1186987	52616401	0.973482895
N3_177_011G1	N3_177	11	NIH3	48443418	7147124440	147.5355112	25722199	0.946983138
N3_177_031G1	N3_177	31	NIH3	52939642	7854447068	148.3660783	32162289	0.953766669
N3_177_039G1	N3_177	39	NIH3	38850676	5581115686	143.6555618	47573883	0.928866823
N3_177_045G1	N3_177	45	NIH3	47877596	7096361452	148.218834	35245740	0.964699502
N4_179_000G1	N4_179	0	NIH4	245197202	36121635894	147.3166725	76039643	0.964238793
N4_179_013G1	N4_179	13	NIH4	42390120	6268140808	147.8679656	17722350	0.95557052
N4_179_018G1	N4_179	18	NIH4	43289496	6396626520	147.7639407	27705050	0.983731873
N4_179_023G1	N4_179	23	NIH4	61440438	8951754012	145.6980826	50136296	0.979186786
N4_179_036G1	N4_179	36	NIH4	45384548	6710220398	147.8525334	27543361	0.975982046
N4_179_064G1	N4_179	64	NIH4	52692600	7794894156	147.9314772	31923567	0.967750367
N4_180_000G1	N4_180	0	NIH4	203228158	29959781222	147.4194399	54839649	0.98003011
N4_180_018G1	N4_180	18	NIH4	54722204	8038060618	146.8884663	24859947	0.982625042
N4_180_018G2	N4_180	18	NIH4	50847606	7468308744	146.87631	23931186	0.985045727
N4_180_023G1	N4_180	23	NIH4	49516422	7317906902	147.7874735	35181731	0.985756988
N4_180_064G1	N4_180	64	NIH4	48141926	7135504958	148.2181032	38295938	0.97661664
N4_188_000G1	N4_188	0	NIH4	189533812	27889667252	147.1487697	55825327	0.982212725
N4_188_019G1	N4_188	19	NIH4	49137216	7221590884	146.9678478	11948668	0.986620671
N4_188_025G1	N4_188	25	NIH4	46702682	6908421114	147.9234343	14921822	0.985611983
N4_188_038G1	N4_188	38	NIH4	49647684	7323484182	147.5090798	45079522	0.959310227
N4_188_045G1	N4_188	45	NIH4	44046230	6436171072	146.1230864	37962504	0.979943913
N4_189_000G1	N4_189	0	NIH4	189365090	27893005706	147.2975072	63980294	0.903355106
N4_189_014G1	N4_189	14	NIH4	36891584	5442292266	147.5212413	30157815	0.930705307
N4_189_020G1	N4_189	20	NIH4	45891510	6671781750	145.3816131	31050216	0.970836872
N4_189_032G1	N4_189	32	NIH4	52724468	7805658416	148.0462243	42372840	0.890726674
N4_189_040G1	N4_189	40	NIH4	53857528	7973273274	148.0438032	47859275	0.885425116
N4_205_000G1	N4_205	0	NIH4	186895654	27612671812	147.7437876	59653681	0.985744644
N4_205_011G1	N4_205	11	NIH4	53183354	7894933454	148.4474532	16110970	0.987215605
N4_205_016G1	N4_205	16	NIH4	40768348	6036176158	148.060357	24699321	0.987933286
N4_205_038G1	N4_205	38	NIH4	47574722	7022010400	147.5996097	40075284	0.984231164
N4_205_052G1	N4_205	52	NIH4	45369230	6659551800	146.7856475	33427156	0.983490749
N4_206_000G1	N4_206	0	NIH4	164361808	24289056304	147.777982	67861748	0.982946081
N4_206_011G1	N4_206	11	NIH4	1950794	276401368	141.6865994	7689883	0.783856727
N4_206_016G1	N4_206	16	NIH4	49213070	7280979250	147.9480807	19051743	0.98889543
N4_206_021G1	N4_206	21	NIH4	40582028	6021319054	148.3740303	26140952	0.985365443
N4_206_038G1	N4_206	38	NIH4	47057828	6956592678	147.8307218	36876588	0.98145707
N4_206_052G1	N4_206	52	NIH4	25558088	3753763954	146.8718612	20440595	0.976956727
N4_207_000G1	N4_207	0	NIH4	287792224	42497136024	147.6660329	74530676	0.950740764
N4_207_008G1	N4_207	8	NIH4	47004388	6964367108	148.1641907	20947797	0.981398375
N4_207_009G1	N4_207	9	NIH4	45671654	6709027476	146.8969676	9391642	0.981773224
N4_207_024G1	N4_207	24	NIH4	47211760	6994117354	148.1435421	42432800	0.945050259
N4_207_025G1	N4_207	25	NIH4	50412440	7408363282	146.9550627	45283538	0.952396591
N4_207_026G1	N4_207	26	NIH4	52316486	7734986776	147.8498914	48012363	0.945265915
N4_207_028G1	N4_207	28	NIH4	45175496	6686274028	148.0066545	26207383	0.973959821
N4_208_000G1	N4_208	0	NIH4	257460938	37870189448	147.0910102	63277674	0.948534018
N4_208_008G1	N4_208	8	NIH4	45835474	6786298966	148.0577896	13290880	0.982438798
N4_208_009G1	N4_208	9	NIH4	32939156	4832195718	146.7006537	14120349	0.925946736
N4_208_014G1	N4_208	14	NIH4	42135324	6249133730	148.3110402	15029323	0.981249937
N4_208_021G1	N4_208	21	NIH4	49513060	7259822096	146.6243875	20205806	0.984221436
N4_208_040G1	N4_208	40	NIH4	44349234	6499697938	146.5571635	44907830	0.985521013
N4_208_046G1	N4_208	46	NIH4	42688690	6243041000	146.2457855	38448497	0.983332143
N4_210_000G1	N4_210	0	NIH4	85405310	12634112436	147.9312286	37918421	0.9298858
N4_210_008G1	N4_210	8	NIH4	39796248	5896644166	148.1708569	12522894	0.866212589
N4_210_013G1	N4_210	13	NIH4	45609062	6737468270	147.7221406	33201708	0.985584312
N4_211_000G1	N4_211	0	NIH4	133703426	19779335320	147.9343941	61507810	0.934683559
N4_211_008G1	N4_211	8	NIH4	44252660	6562240034	148.2902956	11794189	0.979571307
N4_211_010G1	N4_211	10	NIH4	48400210	7141102274	147.5427952	38179460	0.914486094
N4_211_016G1	N4_211	16	NIH4	41050556	6075993012	148.0124413	38317621	0.955878088
N4_212_000G1	N4_212	0	NIH4	270284910	39663563762	146.7472371	85704121	0.910280263
N4_212_008G1	N4_212	8	NIH4	37974390	5472766266	144.1172924	25930056	0.983299534
N4_212_010G1	N4_212	10	NIH4	43479872	6380807574	146.7531361	37124668	0.97595101
N4_212_012G1	N4_212	12	NIH4	45525664	6715008600	147.4994104	37747661	0.966077134
N4_212_014G1	N4_212	14	NIH4	55774846	8225170774	147.4709724	27861656	0.981066877
N4_212_018G1	N4_212	18	NIH4	44307100	6520816750	147.1731788	39828212	0.905768759
N4_212_020G1	N4_212	20	NIH4	43223038	6348993798	146.889115	42660970	0.939134982
N4_213_000G1	N4_213	0	NIH4	313678716	46030553692	146.7442684	38319516	0.920980198
N4_213_005G1	N4_213	5	NIH4	51241404	7523274250	146.8202208	5401228	0.990444212
N4_213_006G1	N4_213	6	NIH4	46909232	6940640086	147.9589367	8211566	0.990719503
N4_213_006G2	N4_213	6	NIH4	50250108	7390595608	147.0762134	6597299	0.987954195
N4_213_026G1	N4_213	26	NIH4	62131610	9103416838	146.5182833	27841820	0.906849573
N4_213_029G1	N4_213	29	NIH4	58300638	8436152082	144.7008536	20718950	0.974885163
N4_213_030G1	N4_213	30	NIH4	44845724	6636474828	147.9845621	14622684	0.983795913
N4_214_000G1	N4_214	0	NIH4	143271554	21192160386	147.9160363	42929508	0.959404935
N4_214_011G1	N4_214	11	NIH4	42132902	6248717280	148.3096816	12954653	0.978634204
N4_214_014G1	N4_214	14	NIH4	56262004	8328841700	148.0367052	12071102	0.98285317
N4_214_024G1	N4_214	24	NIH4	44876648	6614601406	147.3951755	23700446	0.983530722
N5_215_000G1	N5_215	0	NIH5	163841662	22800020558	139.1588701	67769268	0.896996376
N5_215_010G1	N5_215	10	NIH5	903346	124721914	138.0666035	6344900	0.869013645
N5_215_012G1	N5_215	12	NIH5	16237500	2038877804	125.5659925	12505137	0.952635689
N5_215_020G1	N5_215	20	NIH5	20986624	3118217810	148.5812015	31214808	0.979689111
N5_215_024G1	N5_215	24	NIH5	29828440	4310282860	144.5024567	38124311	0.977504523
N5_215_032G1	N5_215	32	NIH5	33992466	4729435718	139.1318805	48848673	0.960969851
N5_215_040G1	N5_215	40	NIH5	44372882	5962927426	134.3822433	41726196	0.93612556
N5_215_050G1	N5_215	50	NIH5	17520404	2515557026	143.5787112	54954847	0.901588457
N5_216_000G1	N5_216	0	NIH5	207782594	30114888814	144.934608	105799649	0.914805698
N5_216_012G1	N5_216	12	NIH5	24469668	3635979872	148.5913038	21832143	0.978936085
N5_216_013G1	N5_216	13	NIH5	22640034	3293671844	145.4799866	22131467	0.973167929
N5_216_022G1	N5_216	22	NIH5	21614072	3170162820	146.6712436	21879882	0.97409669
N5_216_027G1	N5_216	27	NIH5	23958090	3529059494	147.3013706	50745804	0.978378869
N5_216_032G1	N5_216	32	NIH5	21244594	3091252060	145.5077023	64482886	0.957959987
N5_216_039G1	N5_216	39	NIH5	14065762	2031299594	144.4144721	35368097	0.921102177
N5_216_046G1	N5_216	46	NIH5	79790374	11363463130	142.4164666	87086969	0.920371736
N5_217_000G1	N5_217	0	NIH5	68704930	9846326660	143.3132478	12357624	0.965643775
N5_217_005G1	N5_217	5	NIH5	18697918	2738229534	146.4456917	9404249	0.977092048
N5_217_014G1	N5_217	14	NIH5	18750788	2783157034	148.4288038	6484694	0.977386497
N5_217_027G1	N5_217	27	NIH5	31256224	4324940092	138.370524	9914282	0.958200037
N5_218_000G1	N5_218	0	NIH5	129904348	18899792862	145.4900714	43180254	0.98218707
N5_218_008G1	N5_218	8	NIH5	18981966	2778863842	146.3949436	10993502	0.978484737
N5_218_017G1	N5_218	17	NIH5	25888456	3778692706	145.960528	15954854	0.982728557
N5_218_024G1	N5_218	24	NIH5	26533054	3899339502	146.9615786	23225988	0.98216632
N5_218_034G1	N5_218	34	NIH5	15808512	2342535172	148.1818891	15856413	0.977119668
N5_218_043G1	N5_218	43	NIH5	42692360	6100361640	142.8911787	27963794	0.984568269
N5_222_000G1	N5_222	0	NIH5	35463638	5058783182	142.6470455	35100208	0.970168599
N5_222_024G1	N5_222	24	NIH5	12858482	1865636622	145.0899587	9498401	0.989326112
N5_222_045G1	N5_222	45	NIH5	22605156	3193146560	141.2574441	31884498	0.967934882
N5_223_000G1	N5_223	0	NIH5	192350782	24500136422	127.3721696	44136287	0.961303672
N5_223_009G1	N5_223	9	NIH5	23039184	3403180708	147.7127275	10963034	0.98702836
N5_223_020G1	N5_223	20	NIH5	32960294	4732952942	143.5955924	12249636	0.970080667
N5_223_028G1	N5_223	28	NIH5	112399228	13391789114	119.1448496	14142851	0.965103328
N5_223_049G1	N5_223	49	NIH5	23952076	2972213658	124.0900228	26651796	0.973500502
N5_224_000G1	N5_224	0	NIH5	106805258	15469240080	144.8359413	49381260	0.978439142
N5_224_008G1	N5_224	8	NIH5	22757820	3372664492	148.1980476	9355208	0.993399807
N5_224_013G1	N5_224	13	NIH5	20417156	2984001234	146.1516596	18159949	0.985866641
N5_224_028G1	N5_224	28	NIH5	16465346	2221456124	134.917063	15616150	0.977271295
N5_224_045G1	N5_224	45	NIH5	16030268	2377904622	148.3384197	27125500	0.987857845
N5_224_052G1	N5_224	52	NIH5	8714468	1252680778	143.7472463	27386954	0.977075594
N5_224_065G1	N5_224	65	NIH5	4093716	591432866	144.4733504	26087594	0.948130501
N5_224_078G1	N5_224	78	NIH5	18326484	2669099964	145.6416825	47714518	0.981328388
N5_225_000G1	N5_225	0	NIH5	212344450	30806843722	145.0795805	66343043	0.957200774
N5_225_006G1	N5_225	6	NIH5	9860814	1446842906	146.7265183	9381945	0.93543748
N5_225_011G1	N5_225	11	NIH5	27438764	4031614274	146.9313368	25600377	0.979150409
N5_225_012G1	N5_225	12	NIH5	42285752	6104050934	144.3524271	32673202	0.974414384
N5_225_014G1	N5_225	14	NIH5	31657198	4565848442	144.2278133	32650226	0.937264789
N5_225_015G1	N5_225	15	NIH5	19669326	2905228738	147.7035226	26667171	0.98925286
N5_225_021G1	N5_225	21	NIH5	48656404	6961812700	143.0811184	35130096	0.974085775
N5_225_045G1	N5_225	45	NIH5	15098976	2214465728	146.6633054	17455222	0.986173301
N5_225_052G1	N5_225	52	NIH5	17677216	2576980000	145.7797427	24314651	0.986710181
N5_226_000G1	N5_226	0	NIH5	63844098	9419990700	147.546774	20847493	0.991824757
N5_226_012G1	N5_226	12	NIH5	20649856	3074943394	148.9087088	5269677	0.993872693
N5_226_019G1	N5_226	19	NIH5	19746988	2892806794	146.4935713	5776094	0.98993011
N5_226_045G1	N5_226	45	NIH5	23447254	3452240512	147.2343206	19337953	0.988328399
N5_227_000G1	N5_227	0	NIH5	101246908	14164605238	139.901608	44054880	0.945839907
N5_227_032G1	N5_227	32	NIH5	33089782	4405294926	133.131579	5536439	0.957718186
N5_227_047G1	N5_227	47	NIH5	27039316	3932542800	145.4379541	11577619	0.988976459
N5_227_081G1	N5_227	81	NIH5	26347808	3722784878	141.2939125	33080225	0.935900892
N5_227_091G1	N5_227	91	NIH5	14770002	2103982634	142.449719	21179888	0.964069267
N5_228_000G1	N5_228	0	NIH5	76296484	11253341560	147.4948906	38109745	0.983951344
N5_228_007G1	N5_228	7	NIH5	23542624	3475780782	147.6377817	12133346	0.981019023
N5_228_015G1	N5_228	15	NIH5	30428676	4512843910	148.3089146	15609546	0.985640355
N5_228_033G1	N5_228	33	NIH5	22325184	3264716868	146.2347127	35044498	0.982608654
N5_229_000G1	N5_229	0	NIH5	170988938	24846880660	145.312796	38131036	0.943465723
N5_229_006G1	N5_229	6	NIH5	16125124	2383261338	147.7980162	17126390	0.972262849
N5_229_007G1	N5_229	7	NIH5	15184334	2184559622	143.8693078	15560973	0.966257328
N5_229_007G2	N5_229	7	NIH5	5946592	867178042	145.8277349	15040520	0.968772198
N5_229_008G1	N5_229	8	NIH5	24073564	3492896052	145.0926025	17214341	0.951968308
N5_229_022G1	N5_229	22	NIH5	26857504	3902875570	145.317881	22233984	0.974786525
N5_229_025G1	N5_229	25	NIH5	25936120	3628088696	139.885561	24923262	0.975510022
N5_229_028G1	N5_229	28	NIH5	17114640	2482719438	145.064076	22542588	0.982020072
N5_229_047G1	N5_229	47	NIH5	21156436	3140979060	148.4644701	8382912	0.993474704
N5_229_048G1	N5_229	48	NIH5	18594624	2764322842	148.6624759	13962286	0.991396976
N5_232_000G1	N5_232	0	NIH5	125883872	18338931100	145.6813395	49106198	0.98244289
N5_232_016G1	N5_232	16	NIH5	18269996	2718456016	148.7934653	12717020	0.995293048
N5_232_030G1	N5_232	30	NIH5	18347712	2725768534	148.561768	13953484	0.984841816
N5_232_045G1	N5_232	45	NIH5	16738410	2408839158	143.9108707	16030459	0.981866796
N5_232_055G1	N5_232	55	NIH5	28896068	4260723624	147.4499445	19837660	0.985671338
N5_232_068G1	N5_232	68	NIH5	18810936	2701767582	143.6274932	29752306	0.979441587
N5_232_083G1	N5_232	83	NIH5	24820750	3523376186	141.9528494	38188845	0.97552435
N5_233_000G1	N5_233	0	NIH5	130655008	19314884734	147.8311856	65687698	0.960513469
N5_233_013G1	N5_233	13	NIH5	15205472	2243318600	147.5336379	30623822	0.853364565
N5_233_013G2	N5_233	13	NIH5	9163984	1350547548	147.3755899	30772853	0.842647805
N5_233_017G1	N5_233	17	NIH5	21732770	3213648698	147.8711042	25268255	0.990952097
N5_233_030G1	N5_233	30	NIH5	33604830	4998956422	148.7570811	18870128	0.991953329
N5_233_037G1	N5_233	37	NIH5	28294502	4195337718	148.2739551	27615801	0.991688103
N5_233_052G1	N5_233	52	NIH5	22653450	3313075748	146.2503834	19107180	0.983022542
N5_234_000G1	N5_234	0	NIH5	168309038	24598246208	146.1492888	58175453	0.985116896
N5_234_009G1	N5_234	9	NIH5	924324	135361874	146.4441841	5444673	0.789196213
N5_234_015G1	N5_234	15	NIH5	15774224	2302618900	145.9735135	15602032	0.989124473
N5_234_020G1	N5_234	20	NIH5	31010498	4552749218	146.8131604	17299496	0.989291368
N5_234_028G1	N5_234	28	NIH5	13588040	1987266736	146.2511691	19014968	0.988577087
N5_234_030G1	N5_234	30	NIH5	24407836	3585245678	146.8891252	23089317	0.988370743
N5_234_037G1	N5_234	37	NIH5	29818476	4392106534	147.2948025	28995763	0.988557866
N5_234_050G1	N5_234	50	NIH5	24457732	3557461130	145.4534349	32657131	0.977665918
N5_234_064G1	N5_234	64	NIH5	6888314	947166612	137.5034024	13544894	0.969390768
N5_234_074G1	N5_234	74	NIH5	21439594	3138269526	146.3772834	20456216	0.980647908
N5_235_000G1	N5_235	0	NIH5	53475714	7594465672	142.0170972	26966975	0.983965749
N5_235_007G1	N5_235	7	NIH5	20130730	2887263602	143.4256782	4746216	0.98856261
N5_235_027G1	N5_235	27	NIH5	18069970	2621176528	145.0570492	12002886	0.987385591
N5_235_055G1	N5_235	55	NIH5	15275014	2086025542	136.5645584	24584103	0.971797931
N5_238_000G1	N5_238	0	NIH5	95626282	14140636952	147.8739595	28703215	0.983717918
N5_238_009G1	N5_238	9	NIH5	28090028	4094994648	145.781081	9897014	0.991205883
N5_238_019G1	N5_238	19	NIH5	30865786	4587333726	148.6219637	16978515	0.979565724
N5_238_028G1	N5_238	28	NIH5	36670468	5458308578	148.8475298	19908244	0.990907834
N5_239_000G1	N5_239	0	NIH5	116977750	16204773560	138.5286822	64028240	0.958599323
N5_239_009G1	N5_239	9	NIH5	386574	47436720	122.7105806	164565	0.372161604
N5_239_026G1	N5_239	26	NIH5	6228434	819256956	131.5349823	7576205	0.970979864
N5_239_052G1	N5_239	52	NIH5	136190	15610294	114.6214406	6328	0.152661723
N5_239_064G1	N5_239	64	NIH5	36511852	5301535452	145.2003983	10864601	0.988377363
N5_239_080G1	N5_239	80	NIH5	24198904	3331924538	137.689068	31397252	0.951316803
N5_239_086G1	N5_239	86	NIH5	31066978	4113867252	132.4192927	23173078	0.951720924
N5_239_121G1	N5_239	121	NIH5	18448818	2575142348	139.5830534	49675711	0.970225193
N5_241_000G1	N5_241	0	NIH5	71804736	10236824524	142.564754	68275677	0.872964508
N5_241_010G1	N5_241	10	NIH5	30170438	4489594694	148.80774	12667756	0.864187852
N5_241_040G1	N5_241	40	NIH5	18836218	2674672242	141.9962458	43715554	0.951194821
N5_241_068G1	N5_241	68	NIH5	22798080	3072557588	134.772647	44598980	0.93868295
N5_242_000G1	N5_242	0	NIH5	87480664	12546552700	143.4208673	40612104	0.977643825
N5_242_011G1	N5_242	11	NIH5	28381708	4202261004	148.0623014	8589210	0.988299471
N5_242_023G1	N5_242	23	NIH5	21248536	3144251968	147.9749931	12584489	0.988236178
N5_242_050G1	N5_242	50	NIH5	37850420	5200039728	137.3839373	34755657	0.978290677
N5_243_000G1	N5_243	0	NIH5	68861078	10070897274	146.2494862	32019402	0.981506055
N5_243_005G1	N5_243	5	NIH5	10581486	1567382486	148.1249879	4844167	0.976138701
N5_243_015G1	N5_243	15	NIH5	32483808	4676319564	143.9584781	15551529	0.982463509
N5_243_023G1	N5_243	23	NIH5	25795784	3827195224	148.3651446	19972688	0.986027019
N5_244_000G1	N5_244	0	NIH5	237945174	34497387840	144.9804056	80995502	0.968826979
N5_244_008G1	N5_244	8	NIH5	35099108	5150304886	146.736062	12452577	0.992699843
N5_244_014G1	N5_244	14	NIH5	50049956	7418233220	148.2165783	20220101	0.995855421
N5_244_025G1	N5_244	25	NIH5	48248714	7169944346	148.6038435	41334943	0.981372954
N5_244_032G1	N5_244	32	NIH5	28763714	4239318134	147.3842402	34146916	0.977547545
N5_244_042G1	N5_244	42	NIH5	23892828	3470859314	145.2678316	32295260	0.97997173
N5_244_051G1	N5_244	51	NIH5	28516090	3891108456	136.4530851	36665077	0.970728105
N5_244_063G1	N5_244	63	NIH5	23374764	3157619484	135.0866894	35179941	0.967719032
N5_245_000G1	N5_245	0	NIH5	146725354	21561872930	146.9539677	72335177	0.969225762
N5_245_010G1	N5_245	10	NIH5	22424618	3296375046	146.9980468	22376099	0.985478905
N5_245_025G1	N5_245	25	NIH5	31218822	4549247338	145.7213004	24002314	0.968678511
N5_245_037G1	N5_245	37	NIH5	21512408	3123721458	145.2055696	32591879	0.957081234
N5_245_055G1	N5_245	55	NIH5	22957670	3409001374	148.4907386	35969610	0.976078888
N5_245_072G1	N5_245	72	NIH5	15069420	2229437326	147.9444681	31919073	0.97984375
N5_245_091G1	N5_245	91	NIH5	12133600	1787011232	147.2779086	24931714	0.981962155
N5_245_104G1	N5_245	104	NIH5	21408816	3167079156	147.93341	36693449	0.979838633
N5_246_000G1	N5_246	0	NIH5	58705706	8414470266	143.3330904	65584401	0.964361522
N5_246_011G1	N5_246	11	NIH5	13352422	1983186742	148.5263679	13689602	0.985676082
N5_246_014G1	N5_246	14	NIH5	8770690	1277588988	145.665733	15378401	0.96292652
N5_246_015G1	N5_246	15	NIH5	18517922	2603905824	140.615444	31792003	0.956520121
N5_246_018G1	N5_246	18	NIH5	2611600	369950950	141.6568196	24566198	0.849480012
N5_246_025G1	N5_246	25	NIH5	15453072	2179837762	141.0617748	41612400	0.967599452
N5_247_000G1	N5_247	0	NIH5	62710422	9005208146	143.5998652	36759889	0.982291317
N5_247_007G1	N5_247	7	NIH5	21651580	3208071750	148.1680205	5518523	0.989534898
N5_247_024G1	N5_247	24	NIH5	21360966	3086615068	144.4979159	32723981	0.986775598
N5_247_051G1	N5_247	51	NIH5	19697876	2710521328	137.6047513	29674226	0.97679562
N5_248_000G1	N5_248	0	NIH5	58316138	8503884256	145.8238585	42933889	0.97727701
N5_248_008G1	N5_248	8	NIH5	15810678	2309497424	146.0720042	10409784	0.99323843
N5_248_010G1	N5_248	10	NIH5	11803190	1722034194	145.8956599	12972528	0.985070985
N5_248_030G1	N5_248	30	NIH5	18640370	2711238742	145.4498351	32643278	0.970215398
N5_248_051G1	N5_248	51	NIH5	12061900	1761113896	146.006342	37674983	0.978670607
N5_249_000G1	N5_249	0	NIH5	142272066	20910503342	146.975467	28152757	0.980003278
N5_249_012G1	N5_249	12	NIH5	52961344	7816918714	147.5966832	19126297	0.989728546
N5_249_019G1	N5_249	19	NIH5	21630762	3139843384	145.1563927	18303277	0.983967185
N5_249_030G1	N5_249	30	NIH5	17420570	2522088234	144.7764473	20079707	0.983724413
N5_249_038G1	N5_249	38	NIH5	12704218	1877556078	147.7899764	22379884	0.983493514
N5_249_039G1	N5_249	39	NIH5	1536044	225389806	146.7339516	9855622	0.862977883
N5_249_042G1	N5_249	42	NIH5	36019128	5328707126	147.9410364	15536291	0.98756172
N5_250_000G1	N5_250	0	NIH5	94224138	13758457704	146.0183982	32820499	0.982255799
N5_250_009G1	N5_250	9	NIH5	28526968	4209651902	147.5674492	14814398	0.993126679
N5_250_022G1	N5_250	22	NIH5	47728066	7095999206	148.6756075	10553974	0.993529509
N5_250_037G1	N5_250	37	NIH5	17969104	2452806596	136.5013301	20212692	0.948005421
N5_252_000G1	N5_252	0	NIH5	197609196	26693838594	135.0839897	53271311	0.962225149
N5_252_012G1	N5_252	12	NIH5	26002908	3864338696	148.6117897	10793290	0.937091267
N5_252_025G1	N5_252	25	NIH5	59336326	6791319396	114.4546664	5118942	0.960428389
N5_252_040G1	N5_252	40	NIH5	41430608	6075087738	146.6328406	11820188	0.996579847
N5_252_083G1	N5_252	83	NIH5	48481210	6662472240	137.4238027	32157665	0.975377904
N5_252_091G1	N5_252	91	NIH5	22358144	3300620524	147.6249784	40775563	0.985195417
N5_253_000G1	N5_253	0	NIH5	94744018	13545421402	142.9686189	50262237	0.984396049
N5_253_022G1	N5_253	22	NIH5	13921632	2053442250	147.5001099	6773946	0.994264466
N5_253_050G1	N5_253	50	NIH5	21229928	3030159052	142.7305383	12988937	0.977155551
N5_253_085G1	N5_253	85	NIH5	26455314	3794582932	143.4336758	39453678	0.980642868
N5_253_099G1	N5_253	99	NIH5	33137144	4667237168	140.8460901	32685943	0.977786227
N5_254_000G1	N5_254	0	NIH5	189188390	27647127046	146.1354317	52714948	0.981809069
N5_254_005G1	N5_254	5	NIH5	15329428	2264003230	147.6900006	23207782	0.982456162
N5_254_008G1	N5_254	8	NIH5	26630240	3817779664	143.3625707	25315574	0.970876305
N5_254_014G1	N5_254	14	NIH5	9320358	1382670164	148.3494694	19135130	0.984435576
N5_254_025G1	N5_254	25	NIH5	66264628	9715997338	146.624189	31141930	0.985604824
N5_254_033G1	N5_254	33	NIH5	24346446	3607738640	148.1833792	27258377	0.985558549
N5_254_051G1	N5_254	51	NIH5	14028658	2053892142	146.4068867	21609634	0.982662632
N5_254_057G1	N5_254	57	NIH5	14324320	2030636630	141.7614679	20384877	0.983345387
N5_254_062G1	N5_254	62	NIH5	12477652	1830818548	146.7278097	31910075	0.966978723
N5_254_069G1	N5_254	69	NIH5	6466660	943590690	145.9162365	8234889	0.973830231
N5_255_000G1	N5_255	0	NIH5	152606768	22220475466	145.6060944	59116000	0.951939962
N5_255_008G1	N5_255	8	NIH5	32931912	4831945692	146.7253311	15153465	0.988510567
N5_255_018G1	N5_255	18	NIH5	1605156	226829970	141.313349	6822250	0.893182345
N5_255_024G1	N5_255	24	NIH5	3475490	501859660	144.3996846	6291055	0.810818618
N5_255_025G1	N5_255	25	NIH5	41634010	6119116358	146.9739849	9019438	0.94742762
N5_255_041G1	N5_255	41	NIH5	21615356	3129108396	144.7632135	16471033	0.985160735
N5_255_063G1	N5_255	63	NIH5	40153814	5950671998	148.1969309	27187156	0.982006516
N5_255_080G1	N5_255	80	NIH5	11191030	1460943392	130.5459276	33546621	0.937851476
N5_256_000G1	N5_256	0	NIH5	39027662	5749264026	147.3125402	33946859	0.941725564
N5_256_032G1	N5_256	32	NIH5	15319220	2275860778	148.562445	7115644	0.879381
N5_256_049G1	N5_256	49	NIH5	23708442	3473403248	146.5049137	26939329	0.988071886
N5_258_000G1	N5_258	0	NIH5	129853824	19011713630	146.4085773	56260456	0.968290106
N5_258_005G1	N5_258	5	NIH5	18368808	2695408246	146.738332	15055762	0.936614668
N5_258_006G1	N5_258	6	NIH5	19697780	2847537970	144.5613653	5512841	0.989413832
N5_258_006G2	N5_258	6	NIH5	46617874	6848828442	146.9142167	7135032	0.991033182
N5_258_007G1	N5_258	7	NIH5	14799440	2171380178	146.7204285	7323285	0.967270789
N5_258_062G1	N5_258	62	NIH5	30369922	4448558794	146.4790984	35039042	0.971675133
N5_259_000G1	N5_259	0	NIH5	29956382	4249454858	141.8547426	53659553	0.964508498
N5_259_034G1	N5_259	34	NIH5	14233390	2038158844	143.1956016	32593362	0.965453627
N5_259_080G1	N5_259	80	NIH5	15722992	2211296014	140.6409171	37647213	0.954773684
N5_260_000G1	N5_260	0	NIH5	57229274	7919523402	138.3823845	42895820	0.956282549
N5_260_007G1	N5_260	7	NIH5	13660424	1905228792	139.4706923	11234691	0.981996679
N5_260_007G2	N5_260	7	NIH5	12318732	1783891420	144.8112858	4725305	0.979055474
N5_260_024G1	N5_260	24	NIH5	17233486	2310397524	134.0644327	23775346	0.95421733
N5_260_034G1	N5_260	34	NIH5	14016632	1920005666	136.980529	30126358	0.944377223
N5_261_000G1	N5_261	0	NIH5	366101526	43537611218	118.9222337	20428068	0.947518413
N5_261_005G1	N5_261	5	NIH5	15812478	2181005538	137.9293959	7759321	0.98643995
N5_261_006G1	N5_261	6	NIH5	13062078	1849455178	141.5896596	13143122	0.986984383
N5_261_007G1	N5_261	7	NIH5	36349594	4682494194	128.8183355	12189134	0.976890746
