study_accession	sample_accession	experiment_accession	run_accession	nominal_length	read_count	base_count
PRJNA422434	SAMN00792100	SRX122133	SRR413755	350	21918376	3945307680
PRJNA422434	SAMN00792101	SRX122134	SRR413756	350	22113609	3980449620
PRJNA422434	SAMN00792102	SRX122135	SRR413757	350	33220432	5979677760
PRJNA422434	SAMN00792103	SRX122136	SRR413758	350	18219554	3279519720
PRJNA422434	SAMN00792104	SRX122137	SRR413759	350	23152931	4167527580
PRJNA422434	SAMN00792105	SRX122138	SRR413760	350	25113456	4520422080
PRJNA422434	SAMN00792106	SRX122139	SRR413761	350	33417624	6015172320
PRJNA422434	SAMN00792107	SRX122140	SRR413762	350	31006279	5581130220
PRJNA422434	SAMN00792108	SRX122141	SRR413763	350	21620734	3891732120
PRJNA422434	SAMN00792109	SRX122142	SRR413764	350	25797209	4643497620
PRJNA422434	SAMN00792110	SRX122143	SRR413765	350	26112996	4700339280
PRJNA422434	SAMN00792111	SRX122144	SRR413766	350	35554446	6399800280
PRJNA422434	SAMN00792112	SRX122145	SRR413767	354	22973804	4135284720
PRJNA422434	SAMN00792113	SRX122146	SRR413768	350	28669007	5160421260
PRJNA422434	SAMN00792114	SRX122147	SRR413769	350	36022206	6483997080
PRJNA422434	SAMN00792115	SRX122148	SRR413770	350	27274796	4909463280
PRJNA422434	SAMN00792116	SRX122149	SRR413771	350	21554866	3879875880
PRJNA422434	SAMN00792117	SRX122150	SRR413772	350	24318702	4377366360
PRJNA422434	SAMN00792118	SRX122151	SRR413773	350	31216012	5618882160
