study_accession	sample_accession	experiment_accession	run_accession	nominal_length	read_count	base_count
PRJEB6456	SAMEA2580238	ERX491256	ERR526021	336	19064276	3801427570
PRJEB6456	SAMEA2580239	ERX491257	ERR526022	336	5041246	1006811400
PRJEB6456	SAMEA2580240	ERX491258	ERR526023	335	18031978	3593465240
PRJEB6456	SAMEA2580241	ERX491259	ERR526024	334	14273840	2851160580
PRJEB6456	SAMEA2580242	ERX491260	ERR526025	334	4777679	949299180
PRJEB6456	SAMEA2580243	ERX491261	ERR526026	346	15475573	3081839760
PRJEB6456	SAMEA2580244	ERX491262	ERR526027	324	18396736	3672350400
PRJEB6456	SAMEA2580245	ERX491263	ERR526028	332	16368882	3266963890
PRJEB6456	SAMEA2580246	ERX491264	ERR526029	342	17417318	3472465960
PRJEB6456	SAMEA2580247	ERX491265	ERR526030	339	12194885	2431373470
PRJEB6456	SAMEA2580248	ERX491266	ERR526031	343	17296589	3454133020
PRJEB6456	SAMEA2580249	ERX491267	ERR526032	333	10949381	2186516090
PRJEB6456	SAMEA2580250	ERX491268	ERR526033	337	14284786	2847110840
PRJEB6456	SAMEA2580251	ERX491269	ERR526034	329	12198299	2436927600
PRJEB6456	SAMEA2580252	ERX491270	ERR526035	324	15112226	3017160830
PRJEB6456	SAMEA2580253	ERX491271	ERR526036	325	13467598	2690255400
PRJEB6456	SAMEA2580254	ERX491272	ERR526037	324	12857461	2560881450
PRJEB6456	SAMEA2580255	ERX491273	ERR526038	329	12375303	2469891290
PRJEB6456	SAMEA2580256	ERX491274	ERR526039	330	17827317	3555019220
PRJEB6456	SAMEA2580257	ERX491275	ERR526040	351	17862347	3568450220
PRJEB6456	SAMEA2580258	ERX491276	ERR526041	326	17876621	3570959620
PRJEB6456	SAMEA2580259	ERX491277	ERR526042	329	12771775	2550468420
PRJEB6456	SAMEA2580260	ERX491278	ERR526043	336	18936888	3779280460
PRJEB6456	SAMEA2580261	ERX491279	ERR526044	321	15463304	3088036450
PRJEB6456	SAMEA2580262	ERX491280	ERR526045	334	16540988	3299999730
PRJEB6456	SAMEA2580263	ERX491281	ERR526046	338	15325953	3061300190
PRJEB6456	SAMEA2580264	ERX491282	ERR526047	324	15226731	3039482500
PRJEB6456	SAMEA2580265	ERX491283	ERR526048	331	19451624	3869938640
PRJEB6456	SAMEA2580266	ERX491284	ERR526049	330	17244291	3423382820
PRJEB6456	SAMEA2580267	ERX491285	ERR526050	333	17331115	3450664050
PRJEB6456	SAMEA2580268	ERX491286	ERR526051	334	18873737	3756263120
PRJEB6456	SAMEA2580269	ERX491287	ERR526052	342	17745231	3544139980
PRJEB6456	SAMEA2580270	ERX491288	ERR526053	321	18844425	3755809750
PRJEB6456	SAMEA2580271	ERX491289	ERR526054	323	4238708	845340220
PRJEB6456	SAMEA2580272	ERX491290	ERR526055	343	18144796	3622027700
PRJEB6456	SAMEA2580273	ERX491291	ERR526056	340	28283308	5638210520
PRJEB6456	SAMEA2580274	ERX491292	ERR526057	339	20780750	4143299910
PRJEB6456	SAMEA2580275	ERX491293	ERR526058	339	12687444	2528257490
PRJEB6456	SAMEA2580276	ERX491294	ERR526059	342	25485669	5077528840
PRJEB6456	SAMEA2580277	ERX491295	ERR526060	333	20186368	4023417630
PRJEB6456	SAMEA2580278	ERX491296	ERR526061	330	18655904	3718583090
PRJEB6456	SAMEA2580279	ERX491297	ERR526062	339	11515639	2285878440
PRJEB6456	SAMEA2580280	ERX491298	ERR526063	333	19417240	3871843430
PRJEB6456	SAMEA2580281	ERX491299	ERR526064	324	27280872	5443169430
PRJEB6456	SAMEA2580282	ERX491300	ERR526065	339	22120812	4405307590
PRJEB6456	SAMEA2580283	ERX491301	ERR526066	326	28109151	5608724010
PRJEB6456	SAMEA2580284	ERX491302	ERR526067	328	25526122	5091603760
PRJEB6456	SAMEA2580285	ERX491303	ERR526068	342	17918484	3575499280
PRJEB6456	SAMEA2580286	ERX491304	ERR526069	340	14517183	2887616600
PRJEB6456	SAMEA2580287	ERX491305	ERR526070	328	25278755	5040913310
PRJEB6456	SAMEA2580288	ERX491306	ERR526071	339	26025497	5185164830
PRJEB6456	SAMEA2580289	ERX491307	ERR526072	332	15167089	3011180780
PRJEB6456	SAMEA2580290	ERX491308	ERR526073	332	16975308	3376208980
PRJEB6456	SAMEA2580291	ERX491309	ERR526074	347	16247415	3237050750
PRJEB6456	SAMEA2580292	ERX491310	ERR526075	338	18619203	3712067790
PRJEB6456	SAMEA2580293	ERX491311	ERR526076	335	21005034	4192256250
PRJEB6456	SAMEA2580294	ERX491312	ERR526077	343	17406531	3473989180
PRJEB6456	SAMEA2580295	ERX491313	ERR526078	348	16498981	3294141700
PRJEB6456	SAMEA2580296	ERX491314	ERR526079	344	21128014	4214969270
PRJEB6456	SAMEA2580297	ERX491315	ERR526080	476	19039819	3793155730
PRJEB6456	SAMEA2580298	ERX491316	ERR526081	325	28884344	5764340970
PRJEB6456	SAMEA2580299	ERX491317	ERR526082	477	19177780	3829485210
PRJEB6456	SAMEA2580300	ERX491318	ERR526083	334	16856196	3356940700
PRJEB6456	SAMEA2580301	ERX491319	ERR526084	333	25643186	5116156570
PRJEB6456	SAMEA2580302	ERX491320	ERR526085	334	24264970	4835904100
PRJEB6456	SAMEA2580303	ERX491321	ERR526086	317	27638546	5513918410
PRJEB6456	SAMEA2580304	ERX491322	ERR526087	330	23826774	4749914770
