study_accession	sample_accession	experiment_accession	run_accession	nominal_length	read_count	base_count
PRJEB32631	SAMEA5618343	ERX3428674	ERR3405022	500	8552739	2075146405
PRJEB32631	SAMEA5616727	ERX3428675	ERR3405023	500	11775976	2881485945
PRJEB32631	SAMEA5617706	ERX3428676	ERR3405024	500	11157353	2720915816
PRJEB32631	SAMEA5617702	ERX3428677	ERR3405025	500	9592152	2336291903
PRJEB32631	SAMEA5617713	ERX3428678	ERR3405026	500	10750345	2619536961
PRJEB32631	SAMEA5618350	ERX3428679	ERR3405027	500	10451430	2539380660
PRJEB32631	SAMEA5617708	ERX3428680	ERR3405028	500	8759174	2118839828
PRJEB32631	SAMEA5616724	ERX3428681	ERR3405029	500	9145669	2224912446
PRJEB32631	SAMEA5618351	ERX3428682	ERR3405030	500	8854810	2156573943
PRJEB32631	SAMEA5618349	ERX3428683	ERR3405031	500	10166056	2482913171
PRJEB32631	SAMEA5617712	ERX3428684	ERR3405032	500	11804033	2886097858
PRJEB32631	SAMEA5618342	ERX3428685	ERR3405033	500	11051321	2694490891
PRJEB32631	SAMEA5618329	ERX3428686	ERR3405034	500	9206708	2234405269
PRJEB32631	SAMEA5617715	ERX3428687	ERR3405035	500	11314803	2751715622
PRJEB32631	SAMEA5617716	ERX3428688	ERR3405036	500	11906932	2905170679
PRJEB32631	SAMEA5618339	ERX3428689	ERR3405037	500	9642712	2336982516
PRJEB32631	SAMEA5616717	ERX3428690	ERR3405038	500	8708209	2108938926
PRJEB32631	SAMEA5618352	ERX3428691	ERR3405039	500	8841554	2141448148
PRJEB32631	SAMEA5616730	ERX3428692	ERR3405040	500	8044369	1945062093
PRJEB32631	SAMEA5618353	ERX3428693	ERR3405041	500	9258927	2242990586
PRJEB32631	SAMEA5617704	ERX3428694	ERR3405042	500	9372914	2274317767
PRJEB32631	SAMEA5618330	ERX3428695	ERR3405043	500	10542059	2560505179
PRJEB32631	SAMEA5618331	ERX3428696	ERR3405044	500	10113138	2462816353
PRJEB32631	SAMEA5616750	ERX3428697	ERR3405045	500	10435417	2535349565
PRJEB32631	SAMEA5616758	ERX3428698	ERR3405046	500	12914210	3135875286
PRJEB32631	SAMEA5617721	ERX3428699	ERR3405047	500	13001656	3184118744
PRJEB32631	SAMEA5617722	ERX3428700	ERR3405048	500	13079125	3194424771
PRJEB32631	SAMEA5618345	ERX3428701	ERR3405049	500	11464833	2791638741
PRJEB32631	SAMEA5618356	ERX3428702	ERR3405050	500	10396272	2534269332
PRJEB32631	SAMEA5618344	ERX3428703	ERR3405051	500	11388858	2771970410
PRJEB32631	SAMEA5616767	ERX3428704	ERR3405052	500	12224815	2983983019
PRJEB32631	SAMEA5616764	ERX3428705	ERR3405053	500	11606418	2842222053
PRJEB32631	SAMEA5617724	ERX3428706	ERR3405054	500	8050861	1960691371
PRJEB32631	SAMEA5616760	ERX3428707	ERR3405055	500	12677120	3095615604
PRJEB32631	SAMEA5617729	ERX3428708	ERR3405056	500	9947725	2418937603
PRJEB32631	SAMEA5618359	ERX3428709	ERR3405057	500	11081419	2694449541
PRJEB32631	SAMEA5618360	ERX3428710	ERR3405058	500	9788826	2379137292
PRJEB32631	SAMEA5616765	ERX3428711	ERR3405059	500	11079939	2695299829
PRJEB32631	SAMEA5617725	ERX3428712	ERR3405060	500	9273887	2260520804
PRJEB32631	SAMEA5616749	ERX3428713	ERR3405061	500	10010589	2436599681
PRJEB32631	SAMEA5618354	ERX3428714	ERR3405062	500	10383039	2530217417
PRJEB32631	SAMEA5618361	ERX3428715	ERR3405063	500	10015398	2438736110
PRJEB32631	SAMEA5616761	ERX3428716	ERR3405064	500	10271313	2499514883
PRJEB32631	SAMEA5616740	ERX3428717	ERR3405065	500	9913152	2411445136
PRJEB32631	SAMEA5617717	ERX3428718	ERR3405066	500	11045456	2690015089
PRJEB32631	SAMEA5616756	ERX3428719	ERR3405067	500	11258047	2736016171
PRJEB32631	SAMEA5616768	ERX3428720	ERR3405068	500	10838310	2642884124
PRJEB32631	SAMEA5617730	ERX3428721	ERR3405069	500	7764707	1891867019
PRJEB32631	SAMEA5618355	ERX3428722	ERR3405070	500	9835828	2395257389
PRJEB32631	SAMEA5616737	ERX3428723	ERR3405071	500	10103469	2461742072
PRJEB32631	SAMEA5617726	ERX3428724	ERR3405072	500	9702842	2362993549
PRJEB32631	SAMEA5617737	ERX3428725	ERR3405073	500	10693359	2602703074
PRJEB32631	SAMEA5616757	ERX3428726	ERR3405074	500	10267925	2497695995
PRJEB32631	SAMEA5617720	ERX3428727	ERR3405075	500	10726212	2618957154
PRJEB32631	SAMEA5617755	ERX3428728	ERR3405076	500	9423622	2291756234
PRJEB32631	SAMEA5617751	ERX3428729	ERR3405077	500	11088897	2704997827
PRJEB32631	SAMEA5617759	ERX3428730	ERR3405078	500	11114586	2706172914
PRJEB32631	SAMEA5617752	ERX3428731	ERR3405079	500	7919118	1921840720
PRJEB32631	SAMEA5617753	ERX3428732	ERR3405080	500	9487846	2303205867
PRJEB32631	SAMEA5617740	ERX3428733	ERR3405081	500	11736515	2865173963
PRJEB32631	SAMEA5616746	ERX3428734	ERR3405082	500	8900881	2160842641
PRJEB32631	SAMEA5617763	ERX3428735	ERR3405083	500	13228648	3234615694
PRJEB32631	SAMEA5617738	ERX3428736	ERR3405084	500	10741196	2612270055
PRJEB32631	SAMEA5616743	ERX3428737	ERR3405085	500	10771931	2618410049
PRJEB32631	SAMEA5616751	ERX3428738	ERR3405086	500	8783339	2136293895
PRJEB32631	SAMEA5617741	ERX3428739	ERR3405087	500	10283542	2503112277
PRJEB32631	SAMEA5616766	ERX3428740	ERR3405088	500	8965635	2174738557
PRJEB32631	SAMEA5617731	ERX3428741	ERR3405089	500	9729060	2362672281
PRJEB32631	SAMEA5618375	ERX3428742	ERR3405090	500	9197750	2235616521
PRJEB32631	SAMEA5618376	ERX3428743	ERR3405091	500	10061285	2451233030
PRJEB32631	SAMEA5618377	ERX3428744	ERR3405092	500	10961157	2665676567
PRJEB32631	SAMEA5617779	ERX3428745	ERR3405093	500	11412513	2780699412
PRJEB32631	SAMEA5617783	ERX3428746	ERR3405094	500	7722430	1886062154
PRJEB32631	SAMEA5617760	ERX3428747	ERR3405095	500	10130063	2459863165
PRJEB32631	SAMEA5617764	ERX3428748	ERR3405096	500	10923703	2657571121
PRJEB32631	SAMEA5617727	ERX3428749	ERR3405097	500	10497997	2547601002
PRJEB32631	SAMEA5616762	ERX3428750	ERR3405098	500	10303367	2505568077
PRJEB32631	SAMEA5617761	ERX3428751	ERR3405099	500	9633202	2341191910
PRJEB32631	SAMEA5617756	ERX3428752	ERR3405100	500	9062620	2203164556
PRJEB32631	SAMEA5617754	ERX3428753	ERR3405101	500	9485399	2306037903
PRJEB32631	SAMEA5617780	ERX3428754	ERR3405102	500	9101638	2215220266
PRJEB32631	SAMEA5617781	ERX3428755	ERR3405103	500	10436291	2537750903
PRJEB32631	SAMEA5618332	ERX3428756	ERR3405104	500	10155985	2464825565
PRJEB32631	SAMEA5617739	ERX3428757	ERR3405105	500	10751073	2617309012
PRJEB32631	SAMEA5617742	ERX3428758	ERR3405106	500	11098925	2701452336
PRJEB32631	SAMEA5617784	ERX3428759	ERR3405107	500	9040593	2198963244
PRJEB32631	SAMEA5617782	ERX3428760	ERR3405108	500	9231932	2244834901
PRJEB32631	SAMEA5617765	ERX3428761	ERR3405109	500	9484029	2306997966
PRJEB32631	SAMEA5617785	ERX3428762	ERR3405110	500	9019447	2192918061
PRJEB32631	SAMEA5618362	ERX3428763	ERR3405111	500	9403251	2287011004
PRJEB32631	SAMEA5617757	ERX3428764	ERR3405112	500	8848930	2149403782
PRJEB32631	SAMEA5616705	ERX3428765	ERR3405113	500	10629832	2586238644
PRJEB32631	SAMEA5616708	ERX3428766	ERR3405114	500	10811657	2637832537
PRJEB32631	SAMEA5616711	ERX3428767	ERR3405115	500	10423096	2535052587
PRJEB32631	SAMEA5616715	ERX3428768	ERR3405116	500	9448139	2298334400
PRJEB32631	SAMEA5616718	ERX3428769	ERR3405117	500	10379526	2527580206
PRJEB32631	SAMEA5617622	ERX3428770	ERR3405118	500	11092731	2704120183
PRJEB32631	SAMEA5617668	ERX3428771	ERR3405119	500	9107203	2217452072
PRJEB32631	SAMEA5617669	ERX3428772	ERR3405120	500	9505770	2316400160
PRJEB32631	SAMEA5617685	ERX3428773	ERR3405121	500	8621724	2096893015
PRJEB32631	SAMEA5617686	ERX3428774	ERR3405122	500	7834691	1905103692
PRJEB32631	SAMEA5617699	ERX3428775	ERR3405123	500	10030348	2445830700
PRJEB32631	SAMEA5618340	ERX3428776	ERR3405124	500	9913287	2413711347
PRJEB32631	SAMEA5616738	ERX3428777	ERR3405125	500	9491832	2313482628
PRJEB32631	SAMEA5616739	ERX3428778	ERR3405126	500	8573032	2085393510
PRJEB32631	SAMEA5616741	ERX3428779	ERR3405127	500	8877392	2158777186
PRJEB32631	SAMEA5616742	ERX3428780	ERR3405128	500	10403024	2535842937
PRJEB32631	SAMEA5616744	ERX3428781	ERR3405129	500	10844342	2649589739
PRJEB32631	SAMEA5616745	ERX3428782	ERR3405130	500	8503209	2075086659
PRJEB32631	SAMEA5616747	ERX3428783	ERR3405131	500	9775438	2390577187
PRJEB32631	SAMEA5616748	ERX3428784	ERR3405132	500	7056408	1713819320
PRJEB32631	SAMEA5616752	ERX3428785	ERR3405133	500	7492093	1822611198
PRJEB32631	SAMEA5618333	ERX3428786	ERR3405134	500	7867707	1914024252
PRJEB32631	SAMEA5618334	ERX3428787	ERR3405135	500	8366869	2037535487
PRJEB32631	SAMEA5618335	ERX3428788	ERR3405136	500	8500782	2070313605
PRJEB32631	SAMEA5618346	ERX3428789	ERR3405137	500	8369362	2033871299
PRJEB32631	SAMEA5618347	ERX3428790	ERR3405138	500	7446815	1806267459
PRJEB32631	SAMEA5617837	ERX3428791	ERR3405139	500	16124539	3918926475
PRJEB32631	SAMEA5618402	ERX3428792	ERR3405140	500	6318949	1524232899
PRJEB32631	SAMEA5616807	ERX3428793	ERR3405141	500	10031989	2418971491
PRJEB32631	SAMEA5616808	ERX3428794	ERR3405142	500	11650554	2801605173
PRJEB32631	SAMEA5618387	ERX3428795	ERR3405143	500	10516617	2522360121
PRJEB32631	SAMEA5617816	ERX3428796	ERR3405144	500	13119881	3171072258
PRJEB32631	SAMEA5617851	ERX3428797	ERR3405145	500	10102746	2442798536
PRJEB32631	SAMEA5617800	ERX3428798	ERR3405146	500	7488217	1797210579
PRJEB32631	SAMEA5618415	ERX3428799	ERR3405147	500	7938232	1906993770
PRJEB32631	SAMEA5617847	ERX3428800	ERR3405148	500	7646508	1836487718
PRJEB32631	SAMEA5617842	ERX3428801	ERR3405149	500	7854182	1892164596
PRJEB32631	SAMEA5617811	ERX3428802	ERR3405150	500	8192942	1972414830
PRJEB32631	SAMEA5617798	ERX3428803	ERR3405151	500	7593952	1824080101
PRJEB32631	SAMEA5617799	ERX3428804	ERR3405152	500	8340598	2009165630
PRJEB32631	SAMEA5617843	ERX3428805	ERR3405153	500	10826797	2608716824
PRJEB32631	SAMEA5617844	ERX3428806	ERR3405154	500	10435217	2509563421
PRJEB32631	SAMEA5617845	ERX3428807	ERR3405155	500	9304648	2238852571
PRJEB32631	SAMEA5617846	ERX3428808	ERR3405156	500	9904509	2386824675
PRJEB32631	SAMEA5617850	ERX3428809	ERR3405157	500	10902128	2630007253
PRJEB32631	SAMEA5618403	ERX3428810	ERR3405158	500	10817894	2617481759
PRJEB32631	SAMEA5618404	ERX3428811	ERR3405159	500	9741912	2363683417
PRJEB32631	SAMEA5617663	ERX3428812	ERR3405160	500	9452066	2282753141
PRJEB32631	SAMEA5618366	ERX3428813	ERR3405161	500	7838763	1929385987
PRJEB32631	SAMEA5618407	ERX3428814	ERR3405162	500	7866391	1934565273
PRJEB32631	SAMEA5618392	ERX3428815	ERR3405163	500	8777806	2161533341
PRJEB32631	SAMEA5617762	ERX3428816	ERR3405164	500	9518826	2339724723
PRJEB32631	SAMEA5618383	ERX3428817	ERR3405165	500	7823426	1923029069
PRJEB32631	SAMEA5617839	ERX3428818	ERR3405166	500	10203254	2520054851
PRJEB32631	SAMEA5618408	ERX3428819	ERR3405167	500	8157997	2005290317
PRJEB32631	SAMEA5617771	ERX3428820	ERR3405168	500	5797793	1423306154
PRJEB32631	SAMEA5616774	ERX3428821	ERR3405169	500	6623631	1627387675
PRJEB32631	SAMEA5617812	ERX3428822	ERR3405170	500	7065846	1739320539
PRJEB32631	SAMEA5618367	ERX3428823	ERR3405171	500	7251748	1784958936
PRJEB32631	SAMEA5617813	ERX3428824	ERR3405172	500	7005144	1720493080
PRJEB32631	SAMEA5617838	ERX3428825	ERR3405173	500	8564285	2110913687
PRJEB32631	SAMEA5617814	ERX3428826	ERR3405174	500	7123025	1753904886
PRJEB32631	SAMEA5617820	ERX3428827	ERR3405175	500	6811872	1677728789
PRJEB32631	SAMEA5616777	ERX3428828	ERR3405176	500	6567152	1614675148
PRJEB32631	SAMEA5618399	ERX3428829	ERR3405177	500	7490801	1845466679
PRJEB32631	SAMEA5617775	ERX3428830	ERR3405178	500	6987503	1717541434
PRJEB32631	SAMEA5618396	ERX3428831	ERR3405179	500	8112686	2000318707
PRJEB32631	SAMEA5617647	ERX3428832	ERR3405180	500	6653548	1635810787
PRJEB32631	SAMEA5618382	ERX3428833	ERR3405181	500	6244846	1533732728
PRJEB32631	SAMEA5617788	ERX3428834	ERR3405182	500	6744957	1656575785
PRJEB32631	SAMEA5618397	ERX3428835	ERR3405183	500	7519354	1849040031
PRJEB32631	SAMEA5618378	ERX3428836	ERR3405184	500	6572491	1616257594
PRJEB32631	SAMEA5618370	ERX3428837	ERR3405185	500	7549618	1859702999
PRJEB32631	SAMEA5618400	ERX3428838	ERR3405186	500	7053974	1732295789
PRJEB32631	SAMEA5617786	ERX3428839	ERR3405187	500	6765288	1664027184
PRJEB32631	SAMEA5617767	ERX3428840	ERR3405188	500	6470578	1592692880
PRJEB32631	SAMEA5618393	ERX3428841	ERR3405189	500	6640338	1631066311
PRJEB32631	SAMEA5617804	ERX3428842	ERR3405190	500	6692018	1645419427
PRJEB32631	SAMEA5617821	ERX3428843	ERR3405191	500	7411426	1825169745
PRJEB32631	SAMEA5618424	ERX3428844	ERR3405192	500	7309800	1800015938
PRJEB32631	SAMEA5618425	ERX3428845	ERR3405193	500	7409925	1821317854
PRJEB32631	SAMEA5616775	ERX3428846	ERR3405194	500	7475328	1836459505
PRJEB32631	SAMEA5616776	ERX3428847	ERR3405195	500	7031034	1727927953
PRJEB32631	SAMEA5616778	ERX3428848	ERR3405196	500	7747670	1911553454
PRJEB32631	SAMEA5616779	ERX3428849	ERR3405197	500	8128760	2005777001
PRJEB32631	SAMEA5617648	ERX3428850	ERR3405198	500	6920852	1704515795
PRJEB32631	SAMEA5617649	ERX3428851	ERR3405199	500	6863039	1687939159
PRJEB32631	SAMEA5617718	ERX3428852	ERR3405200	500	6631368	1630047882
PRJEB32631	SAMEA5617719	ERX3428853	ERR3405201	500	7788767	1918852614
PRJEB32631	SAMEA5617734	ERX3428854	ERR3405202	500	8650569	2118614364
PRJEB32631	SAMEA5617735	ERX3428855	ERR3405203	500	7258437	1788682604
PRJEB32631	SAMEA5617746	ERX3428856	ERR3405204	500	6570950	1618044041
PRJEB32631	SAMEA5617747	ERX3428857	ERR3405205	500	6673730	1640984984
PRJEB32631	SAMEA5617768	ERX3428858	ERR3405206	500	7120700	1752378258
PRJEB32631	SAMEA5617772	ERX3428859	ERR3405207	500	6108244	1503253759
PRJEB32631	SAMEA5617773	ERX3428860	ERR3405208	500	6382015	1571452553
PRJEB32631	SAMEA5617776	ERX3428861	ERR3405209	500	6694035	1646174990
PRJEB32631	SAMEA5617777	ERX3428862	ERR3405210	500	6710288	1652035366
PRJEB32631	SAMEA5617789	ERX3428863	ERR3405211	500	6866498	1688286400
PRJEB32631	SAMEA5617790	ERX3428864	ERR3405212	500	6394438	1570397294
PRJEB32631	SAMEA5617792	ERX3428865	ERR3405213	500	7243272	1779517412
PRJEB32631	SAMEA5617793	ERX3428866	ERR3405214	500	7218583	1774336449
PRJEB32631	SAMEA5617805	ERX3428867	ERR3405215	500	6275891	1544171992
PRJEB32631	SAMEA5617806	ERX3428868	ERR3405216	500	6349631	1561003559
PRJEB32631	SAMEA5617817	ERX3428869	ERR3405217	500	6756908	1660495291
PRJEB32631	SAMEA5617822	ERX3428870	ERR3405218	500	6547697	1609398180
PRJEB32631	SAMEA5618368	ERX3428871	ERR3405219	500	7187455	1774948400
PRJEB32631	SAMEA5618369	ERX3428872	ERR3405220	500	6363672	1566669941
PRJEB32631	SAMEA5618371	ERX3428873	ERR3405221	500	7520101	1850276242
PRJEB32631	SAMEA5618372	ERX3428874	ERR3405222	500	8197268	2020477637
PRJEB32631	SAMEA5618384	ERX3428875	ERR3405223	500	6798804	1675557199
PRJEB32631	SAMEA5618388	ERX3428876	ERR3405224	500	5961792	1466608741
PRJEB32631	SAMEA5618389	ERX3428877	ERR3405225	500	6951081	1714257069
PRJEB32631	SAMEA5618394	ERX3428878	ERR3405226	500	6854175	1692730864
PRJEB32631	SAMEA5618395	ERX3428879	ERR3405227	500	5755562	1416593354
PRJEB32631	SAMEA5618409	ERX3428880	ERR3405228	500	6743659	1666484714
PRJEB32631	SAMEA5616770	ERX3428881	ERR3405229	500	13699601	3346420192
PRJEB32631	SAMEA5616771	ERX3428882	ERR3405230	500	17425799	4267637499
PRJEB32631	SAMEA5616772	ERX3428883	ERR3405231	500	18340454	4493844158
PRJEB32631	SAMEA5616788	ERX3428884	ERR3405232	500	9447155	2301421049
PRJEB32631	SAMEA5616789	ERX3428885	ERR3405233	500	15635029	3834690272
PRJEB32631	SAMEA5616790	ERX3428886	ERR3405234	500	16411839	4023568237
PRJEB32631	SAMEA5616796	ERX3428887	ERR3405235	500	9692291	2359109302
PRJEB32631	SAMEA5616797	ERX3428888	ERR3405236	500	9594549	2342727722
PRJEB32631	SAMEA5616798	ERX3428889	ERR3405237	500	8208287	1999683396
PRJEB32631	SAMEA5616802	ERX3428890	ERR3405238	500	9816131	2399113234
PRJEB32631	SAMEA5616804	ERX3428891	ERR3405239	500	7274514	1770583096
PRJEB32631	SAMEA5616805	ERX3428892	ERR3405240	500	8453497	2060892464
PRJEB32631	SAMEA5616809	ERX3428893	ERR3405241	500	8047746	1957979390
PRJEB32631	SAMEA5616810	ERX3428894	ERR3405242	500	8994680	2193091429
PRJEB32631	SAMEA5616811	ERX3428895	ERR3405243	500	9315450	2266930058
PRJEB32631	SAMEA5616812	ERX3428896	ERR3405244	500	12402991	3028431970
PRJEB32631	SAMEA5616813	ERX3428897	ERR3405245	500	9722315	2370214025
PRJEB32631	SAMEA5616814	ERX3428898	ERR3405246	500	9582112	2338932072
PRJEB32631	SAMEA5616815	ERX3428899	ERR3405247	500	8622141	2102891708
PRJEB32631	SAMEA5616820	ERX3428900	ERR3405248	500	10153520	2478909802
PRJEB32631	SAMEA5616821	ERX3428901	ERR3405249	500	7578779	1846329889
PRJEB32631	SAMEA5616822	ERX3428902	ERR3405250	500	9057406	2206490004
PRJEB32631	SAMEA5616824	ERX3428903	ERR3405251	500	9524277	2326060796
PRJEB32631	SAMEA5616825	ERX3428904	ERR3405252	500	9235001	2253393412
PRJEB32631	SAMEA5616826	ERX3428905	ERR3405253	500	8513716	2075145567
PRJEB32631	SAMEA5616827	ERX3428906	ERR3405254	500	8816540	2155241208
PRJEB32631	SAMEA5616828	ERX3428907	ERR3405255	500	9043296	2209796790
PRJEB32631	SAMEA5616829	ERX3428908	ERR3405256	500	9665097	2361891438
PRJEB32631	SAMEA5616830	ERX3428909	ERR3405257	500	9309463	2270941227
PRJEB32631	SAMEA5616831	ERX3428910	ERR3405258	500	12166192	2992251853
PRJEB32631	SAMEA5616832	ERX3428911	ERR3405259	500	12217656	2999587607
PRJEB32631	SAMEA5616872	ERX3428912	ERR3405260	500	10457915	2559738031
PRJEB32631	SAMEA5616873	ERX3428913	ERR3405261	500	12048996	2950230035
PRJEB32631	SAMEA5616877	ERX3428914	ERR3405262	500	8844187	2158184472
PRJEB32631	SAMEA5616878	ERX3428915	ERR3405263	500	9378386	2291010356
PRJEB32631	SAMEA5617807	ERX3428916	ERR3405264	500	9647270	2358016179
PRJEB32631	SAMEA5617808	ERX3428917	ERR3405265	500	9634191	2354233072
PRJEB32631	SAMEA5617809	ERX3428918	ERR3405266	500	9897447	2416976690
PRJEB32631	SAMEA5617852	ERX3428919	ERR3405267	500	8265323	2013714200
PRJEB32631	SAMEA5617853	ERX3428920	ERR3405268	500	8503967	2074844286
PRJEB32631	SAMEA5617854	ERX3428921	ERR3405269	500	14077693	3455727000
PRJEB32631	SAMEA5617855	ERX3428922	ERR3405270	500	11367211	2780537016
PRJEB32631	SAMEA5617864	ERX3428923	ERR3405271	500	8402888	2049069990
PRJEB32631	SAMEA5617865	ERX3428924	ERR3405272	500	7698254	1874548579
PRJEB32631	SAMEA5617866	ERX3428925	ERR3405273	500	7281456	1769716916
PRJEB32631	SAMEA5617868	ERX3428926	ERR3405274	500	9212042	2249108800
PRJEB32631	SAMEA5617869	ERX3428927	ERR3405275	500	9788323	2396243388
PRJEB32631	SAMEA5617870	ERX3428928	ERR3405276	500	9059613	2213250453
PRJEB32631	SAMEA5617874	ERX3428929	ERR3405277	500	9521756	2316499115
PRJEB32631	SAMEA5617875	ERX3428930	ERR3405278	500	12775866	3133531043
PRJEB32631	SAMEA5617876	ERX3428931	ERR3405279	500	10908203	2662347891
PRJEB32631	SAMEA5617880	ERX3428932	ERR3405280	500	8817295	2144692898
PRJEB32631	SAMEA5617889	ERX3428933	ERR3405281	500	11402025	2788572731
PRJEB32631	SAMEA5617890	ERX3428934	ERR3405282	500	11300511	2767107465
PRJEB32631	SAMEA5617895	ERX3428935	ERR3405283	500	8172172	1988400491
PRJEB32631	SAMEA5617896	ERX3428936	ERR3405284	500	10271674	2494384435
PRJEB32631	SAMEA5617897	ERX3428937	ERR3405285	500	11628656	2835767231
PRJEB32631	SAMEA5617884	ERX3428938	ERR3405286	500	9235701	2243712731
PRJEB32631	SAMEA5617885	ERX3428939	ERR3405287	500	6882134	1666491859
PRJEB32631	SAMEA5617886	ERX3428940	ERR3405288	500	6821002	1652382894
PRJEB32631	SAMEA5617887	ERX3428941	ERR3405289	500	7892928	1919440688
PRJEB32631	SAMEA5617888	ERX3428942	ERR3405290	500	7010810	1701010552
PRJEB32631	SAMEA5617900	ERX3428943	ERR3405291	500	8996755	2193496834
PRJEB32631	SAMEA5617901	ERX3428944	ERR3405292	500	8061124	1960742629
PRJEB32631	SAMEA5617902	ERX3428945	ERR3405293	500	14271153	3498577578
PRJEB32631	SAMEA5617903	ERX3428946	ERR3405294	500	12934265	3167493323
PRJEB32631	SAMEA5617920	ERX3428947	ERR3405295	500	12753149	3120730549
PRJEB32631	SAMEA5617921	ERX3428948	ERR3405296	500	10860896	2648316169
PRJEB32631	SAMEA5617923	ERX3428949	ERR3405297	500	10654651	2599100059
PRJEB32631	SAMEA5617924	ERX3428950	ERR3405298	500	7603498	1848622588
PRJEB32631	SAMEA5617925	ERX3428951	ERR3405299	500	11133169	2719743405
PRJEB32631	SAMEA5618405	ERX3428952	ERR3405300	500	7835818	1908044969
PRJEB32631	SAMEA5618406	ERX3428953	ERR3405301	500	9735403	2374807393
PRJEB32631	SAMEA5618416	ERX3428954	ERR3405302	500	9393825	2293839180
PRJEB32631	SAMEA5618428	ERX3428955	ERR3405303	500	9486342	2316473421
PRJEB32631	SAMEA5618429	ERX3428956	ERR3405304	500	11260170	2762501195
PRJEB32631	SAMEA5618430	ERX3428957	ERR3405305	500	10223079	2500052276
PRJEB32631	SAMEA5618431	ERX3428958	ERR3405306	500	8735233	2135591340
PRJEB32631	SAMEA5618432	ERX3428959	ERR3405307	500	11677683	2862055359
PRJEB32631	SAMEA5618433	ERX3428960	ERR3405308	500	7624047	1859885337
PRJEB32631	SAMEA5618436	ERX3428961	ERR3405309	500	9670542	2363784256
PRJEB32631	SAMEA5618434	ERX3428962	ERR3405310	500	12769951	3126782224
PRJEB32631	SAMEA5618435	ERX3428963	ERR3405311	500	10109752	2471408556
PRJEB32631	SAMEA5618441	ERX3428964	ERR3405312	500	9043909	2209381498
PRJEB32631	SAMEA5618442	ERX3428965	ERR3405313	500	9856719	2411148592
PRJEB32631	SAMEA5618468	ERX3428966	ERR3405314	500	9042692	2208327541
PRJEB32631	SAMEA5618469	ERX3428967	ERR3405315	500	10049079	2460905081
PRJEB32631	SAMEA5618470	ERX3428968	ERR3405316	500	9180472	2243348365
PRJEB32631	SAMEA5618492	ERX3428969	ERR3405317	500	9024961	2203381706
PRJEB32631	SAMEA5618493	ERX3428970	ERR3405318	500	9937669	2425540312
PRJEB32631	SAMEA5618495	ERX3428971	ERR3405319	500	10117112	2474641320
PRJEB32631	SAMEA5618496	ERX3428972	ERR3405320	500	9991523	2441745527
PRJEB32631	SAMEA5618503	ERX3428973	ERR3405321	500	9584418	2340472316
PRJEB32631	SAMEA5618504	ERX3428974	ERR3405322	500	10495733	2568889389
PRJEB32631	SAMEA5618512	ERX3428975	ERR3405323	500	10976325	2685512529
PRJEB32631	SAMEA5618513	ERX3428976	ERR3405324	500	9062338	2217194495
PRJEB32631	SAMEA5618460	ERX3428977	ERR3405325	500	8974345	2170325351
PRJEB32631	SAMEA5618461	ERX3428978	ERR3405326	500	9538593	2310049671
PRJEB32631	SAMEA5618462	ERX3428979	ERR3405327	500	10016029	2416493220
PRJEB32631	SAMEA5618457	ERX3428980	ERR3405328	500	10043564	2433526814
PRJEB32631	SAMEA5618458	ERX3428981	ERR3405329	500	10596969	2571608061
PRJEB32631	SAMEA5618459	ERX3428982	ERR3405330	500	12223894	2964439937
PRJEB32631	SAMEA5618443	ERX3428983	ERR3405331	500	11045821	2675305344
PRJEB32631	SAMEA5618444	ERX3428984	ERR3405332	500	9845923	2385846943
PRJEB32631	SAMEA5618445	ERX3428985	ERR3405333	500	8243085	1993909842
PRJEB32631	SAMEA5617912	ERX3428986	ERR3405334	500	14054745	3402398021
PRJEB32631	SAMEA5617913	ERX3428987	ERR3405335	500	9732482	2351548449
PRJEB32631	SAMEA5617914	ERX3428988	ERR3405336	500	9753908	2362415283
PRJEB32631	SAMEA5616850	ERX3428989	ERR3405337	500	10345954	2514752245
PRJEB32631	SAMEA5616851	ERX3428990	ERR3405338	500	9705336	2347650396
PRJEB32631	SAMEA5616852	ERX3428991	ERR3405339	500	8283059	2005031514
PRJEB32631	SAMEA5616847	ERX3428992	ERR3405340	500	10725665	2600035844
PRJEB32631	SAMEA5616848	ERX3428993	ERR3405341	500	8385082	2027395394
PRJEB32631	SAMEA5616849	ERX3428994	ERR3405342	500	8051354	1948049255
PRJEB32631	SAMEA5616841	ERX3428995	ERR3405343	500	13876342	3355301744
PRJEB32631	SAMEA5616842	ERX3428996	ERR3405344	500	10558018	2549866545
PRJEB32631	SAMEA5616843	ERX3428997	ERR3405345	500	8320894	2014835873
PRJEB32631	SAMEA5616837	ERX3428998	ERR3405346	500	8635903	2099212875
PRJEB32631	SAMEA5616838	ERX3428999	ERR3405347	500	8372126	2031264160
PRJEB32631	SAMEA5616839	ERX3429000	ERR3405348	500	7575607	1835605132
PRJEB32631	SAMEA5616856	ERX3429001	ERR3405349	500	11335446	2719263757
PRJEB32631	SAMEA5616857	ERX3429002	ERR3405350	500	13181472	3159973707
PRJEB32631	SAMEA5616858	ERX3429003	ERR3405351	500	15761606	3787632416
PRJEB32631	SAMEA5616868	ERX3429004	ERR3405352	500	7669036	1815821172
PRJEB32631	SAMEA5616869	ERX3429005	ERR3405353	500	9628540	2296137217
